round_id,crashed_at,total_bank_usd,users_count,start_at,profit_loss
6987480,2.06,296.51,72,2025-09-07T21:32:19.206200+00:00,-24.087
6987481,2.55,196.61,52,2025-09-07T21:32:41.461700+00:00,-34.7569
6987482,4.07,171.12,43,2025-09-07T21:33:06.393100+00:00,-154.7455
6987483,1.91,0.0,0,2025-09-07T21:33:37.157500+00:00,0.0
6987484,1.53,133.6,46,2025-09-07T21:33:58.452900+00:00,58.8866
6987485,1.11,163.0,43,2025-09-07T21:34:16.990900+00:00,158.1604
6987486,1.97,225.18,65,2025-09-07T21:34:31.558400+00:00,46.0282
6987487,25.24,169.73,46,2025-09-07T21:34:53.230200+00:00,-150.2519
6987488,13.28,160.1,50,2025-09-07T21:35:46.948400+00:00,-110.8213
6987489,4.06,159.03,41,2025-09-07T21:36:32.566500+00:00,-92.9664
6987490,5.5,81.87,30,2025-09-07T21:37:03.336100+00:00,-91.5722
6987491,1.03,177.5,47,2025-09-07T21:37:37.851800+00:00,175.8234
6987492,1.09,243.15,67,2025-09-07T21:37:51.583300+00:00,242.5832
6987493,1.31,322.97,78,2025-09-07T21:38:05.999600+00:00,213.7313
6987494,1.34,235.48,62,2025-09-07T21:38:22.720500+00:00,184.2891
6987495,2.02,269.18,64,2025-09-07T21:38:39.666900+00:00,29.5585
6987496,2.91,151.85,45,2025-09-07T21:39:01.667000+00:00,-27.7209
6987497,1.31,126.02,35,2025-09-07T21:39:28.237100+00:00,84.6627
6987498,1.02,196.45,50,2025-09-07T21:39:44.814800+00:00,196.45
6987499,3.74,291.27,79,2025-09-07T21:39:58.343200+00:00,-215.0973
6987500,2.36,176.25,55,2025-09-07T21:40:28.075200+00:00,-45.4084
6987501,1.12,105.45,36,2025-09-07T21:40:51.967300+00:00,101.116
6987502,45.75,233.62,62,2025-09-07T21:41:06.630500+00:00,-195.8542
6987503,1.0,139.78,39,2025-09-07T21:42:07.841700+00:00,139.78
6987504,1.17,285.61,64,2025-09-07T21:42:21.061000+00:00,218.3054
6987505,1.0,216.65,64,2025-09-07T21:42:36.210200+00:00,216.65
6987506,4.99,305.56,81,2025-09-07T21:42:49.526300+00:00,-302.729
6987507,4.76,138.0,43,2025-09-07T21:43:22.852800+00:00,-128.662
6987508,5.83,122.07,37,2025-09-07T21:43:55.563900+00:00,-107.8589
6987509,1.35,193.53,57,2025-09-07T21:44:30.828100+00:00,112.7991
6987510,3.31,208.75,51,2025-09-07T21:44:47.764900+00:00,-92.7748
6987511,1.0,115.09,41,2025-09-07T21:45:15.998200+00:00,115.09
6987512,3.39,346.19,82,2025-09-07T21:45:29.215000+00:00,-105.3354
6987513,1.01,134.78,48,2025-09-07T21:45:57.743600+00:00,134.3457
6987514,1.96,290.27,74,2025-09-07T21:46:11.115100+00:00,128.4002
6987515,1.01,184.98,52,2025-09-07T21:46:32.852000+00:00,180.8996
6987516,2.19,281.87,83,2025-09-07T21:46:46.219000+00:00,14.3313
6987517,2.02,153.46,46,2025-09-07T21:47:09.216300+00:00,25.8451
6987518,19.21,145.87,45,2025-09-07T21:47:31.153900+00:00,-139.3112
6987519,4.52,206.15,57,2025-09-07T21:48:21.408700+00:00,-205.9286
6987520,1.6,157.01,47,2025-09-07T21:48:53.538700+00:00,92.5158
6987521,2.44,153.96,48,2025-09-07T21:49:12.653300+00:00,-27.5243
6987522,1.76,143.52,52,2025-09-07T21:49:36.991400+00:00,36.3704
6987523,3.05,138.34,49,2025-09-07T21:49:57.299800+00:00,-70.527
6987524,1.0,155.46,47,2025-09-07T21:50:24.472300+00:00,155.46
6987525,2.2,259.94,67,2025-09-07T21:50:37.720200+00:00,2.3894
6987526,12.83,138.96,47,2025-09-07T21:51:00.731700+00:00,-116.6669
6987527,1.03,172.89,56,2025-09-07T21:51:45.882900+00:00,172.89
6987528,2.29,284.09,67,2025-09-07T21:51:59.554100+00:00,-30.2171
6987529,1.22,242.34,61,2025-09-07T21:52:23.176100+00:00,194.0375
6987530,3.74,186.08,55,2025-09-07T21:52:38.920400+00:00,-153.9857
6987531,2.13,154.99,46,2025-09-07T21:53:08.627700+00:00,33.5135
6987532,1.59,224.21,56,2025-09-07T21:53:31.320800+00:00,91.6472
6987533,1.0,110.12,49,2025-09-07T21:53:50.336100+00:00,110.12
6987534,1.0,288.72,72,2025-09-07T21:54:03.608700+00:00,288.72
6987535,2.01,308.98,80,2025-09-07T21:54:16.984000+00:00,41.7522
6987536,2.3,172.21,51,2025-09-07T21:54:39.003800+00:00,16.9691
6987537,1.61,142.31,46,2025-09-07T21:55:02.581600+00:00,90.8248
6987538,2.32,196.16,52,2025-09-07T21:55:21.714300+00:00,6.2119
6987539,1.0,187.92,61,2025-09-07T21:55:45.440600+00:00,187.92
6987540,4.8,299.27,81,2025-09-07T21:55:58.706800+00:00,-298.2806
6987541,8.08,141.35,38,2025-09-07T21:56:31.577700+00:00,-109.9421
6987542,1.07,161.09,49,2025-09-07T21:57:11.044300+00:00,159.8174
6987543,1.25,240.39,68,2025-09-07T21:57:25.123400+00:00,173.731
6987544,1.3,146.05,51,2025-09-07T21:57:41.163400+00:00,89.9416
6987545,11.71,209.56,57,2025-09-07T21:57:57.632300+00:00,-167.904
6987546,24.19,161.48,46,2025-09-07T21:58:41.756600+00:00,-180.0335
6987547,6.33,209.85,64,2025-09-07T21:59:35.016100+00:00,-183.3442
6987548,1.0,167.11,49,2025-09-07T22:00:11.344700+00:00,167.11
6987549,7.07,254.14,75,2025-09-07T22:00:24.546200+00:00,-256.6724
6987550,1.45,104.54,31,2025-09-07T22:01:02.216300+00:00,72.495
6987551,1.14,188.89,70,2025-09-07T22:01:19.944500+00:00,166.6906
6987552,3.85,198.42,73,2025-09-07T22:01:34.889300+00:00,-129.3708
6987553,1.0,102.08,33,2025-09-07T22:02:04.908500+00:00,102.08
6987554,7.46,186.77,72,2025-09-07T22:02:18.113200+00:00,-133.1509
6987555,1.0,123.88,48,2025-09-07T22:02:56.546700+00:00,123.88
6987556,1.08,215.22,74,2025-09-07T22:03:09.764100+00:00,214.4827
6987557,1.24,239.56,84,2025-09-07T22:03:24.121900+00:00,137.6442
6987558,1.0,212.57,82,2025-09-07T22:03:40.041100+00:00,212.57
6987559,7.06,299.12,100,2025-09-07T22:03:53.452100+00:00,-358.809
6987560,1.1,134.28,49,2025-09-07T22:04:31.134100+00:00,118.3301
6987561,1.1,238.81,84,2025-09-07T22:04:45.521800+00:00,195.3082
6987562,1.63,217.99,74,2025-09-07T22:04:59.972800+00:00,48.3892
6987563,7.38,171.46,47,2025-09-07T22:05:19.302100+00:00,-138.3572
6987564,1.14,179.12,54,2025-09-07T22:05:57.567200+00:00,156.6765
6987565,1.93,317.65,81,2025-09-07T22:06:12.430500+00:00,109.3649
6987566,18.47,175.7,51,2025-09-07T22:06:33.819000+00:00,-167.8937
6987567,2.15,154.49,48,2025-09-07T22:07:23.650600+00:00,12.5612
6987568,1.67,97.59,40,2025-09-07T22:07:46.368300+00:00,34.1078
6987569,1.59,193.16,53,2025-09-07T22:08:05.917900+00:00,41.531
6987570,13.57,176.12,54,2025-09-07T22:08:24.875000+00:00,-158.9005
6987571,1.41,139.15,45,2025-09-07T22:09:10.799100+00:00,97.5085
6987572,1.0,196.38,60,2025-09-07T22:09:28.329800+00:00,196.38
6987573,1.59,183.07,77,2025-09-07T22:09:41.657600+00:00,59.3862
6987574,4.44,210.74,66,2025-09-07T22:10:00.639300+00:00,-128.4184
6987575,1.28,111.33,44,2025-09-07T22:10:32.458700+00:00,89.8856
6987576,3.54,258.04,73,2025-09-07T22:10:48.744700+00:00,-143.1872
6987577,1.11,143.62,41,2025-09-07T22:11:17.735100+00:00,134.0109
6987578,1.19,215.84,82,2025-09-07T22:11:32.257200+00:00,152.6321
6987579,1.39,218.1,74,2025-09-07T22:11:47.736100+00:00,116.1813
6987580,406.64,193.67,68,2025-09-07T22:12:05.127600+00:00,-167.8896
6987581,4.31,103.71,35,2025-09-07T22:13:33.799800+00:00,-50.9914
6987582,1.19,149.18,44,2025-09-07T22:14:05.315500+00:00,94.7272
6987583,1.21,226.04,73,2025-09-07T22:14:20.687200+00:00,147.47
6987584,1.95,213.43,67,2025-09-07T22:14:36.294800+00:00,43.298
6987585,3.71,181.12,55,2025-09-07T22:14:57.837400+00:00,-133.7938
6987586,2.01,98.01,37,2025-09-07T22:15:27.409700+00:00,7.018
6987587,1.47,114.44,37,2025-09-07T22:15:49.344000+00:00,74.8656
6987588,4.5,212.98,68,2025-09-07T22:16:07.415300+00:00,-175.2079
6987589,1.85,121.32,47,2025-09-07T22:16:39.379900+00:00,22.2917
6987590,2.09,199.2,60,2025-09-07T22:17:00.289200+00:00,-1.3372
6987591,3.94,127.84,44,2025-09-07T22:17:22.684200+00:00,-107.5076
6987592,3.34,87.85,34,2025-09-07T22:17:53.003600+00:00,-39.8749
6987593,1.67,91.45,38,2025-09-07T22:18:21.227900+00:00,28.799
6987594,1.09,225.48,61,2025-09-07T22:18:40.775000+00:00,197.7537
6987595,1.0,260.28,78,2025-09-07T22:18:55.056500+00:00,260.28
6987596,4.82,282.7,94,2025-09-07T22:19:08.430000+00:00,-169.5788
6987597,1.3,80.23,32,2025-09-07T22:19:41.316500+00:00,62.04
6987598,1.64,260.83,86,2025-09-07T22:19:57.740600+00:00,90.095
6987599,14.19,182.24,56,2025-09-07T22:20:17.285600+00:00,-185.3423
6987600,4.21,125.3,43,2025-09-07T22:21:03.811200+00:00,-79.388
6987601,1.8,125.92,41,2025-09-07T22:21:35.029300+00:00,30.6877
6987602,6.65,191.39,64,2025-09-07T22:21:55.634800+00:00,-196.0906
6987603,2.16,130.94,43,2025-09-07T22:22:32.538400+00:00,-14.0576
6987604,1.0,106.27,38,2025-09-07T22:22:55.366300+00:00,106.27
6987605,1.59,241.37,80,2025-09-07T22:23:08.572200+00:00,89.9016
6987606,8.35,241.0,73,2025-09-07T22:23:27.674900+00:00,-231.7416
6987607,2.9,114.37,42,2025-09-07T22:24:07.442800+00:00,6.1052
6987608,4.47,143.1,43,2025-09-07T22:24:34.024500+00:00,-42.9585
6987609,1.82,115.83,42,2025-09-07T22:25:05.979800+00:00,40.7488
6987610,1.11,192.11,54,2025-09-07T22:25:26.587600+00:00,169.7695
6987611,1.39,275.28,83,2025-09-07T22:25:41.141900+00:00,137.3875
6987612,1.04,232.36,76,2025-09-07T22:25:58.554600+00:00,226.2413
6987613,1.0,241.88,86,2025-09-07T22:26:12.335600+00:00,241.88
6987614,2.13,278.61,85,2025-09-07T22:26:25.722100+00:00,-42.0269
6987615,1.81,136.08,47,2025-09-07T22:26:48.428800+00:00,80.0052
6987616,1.04,183.82,57,2025-09-07T22:27:09.076600+00:00,183.82
6987617,5.54,248.65,80,2025-09-07T22:27:22.762500+00:00,-222.5184
6987618,1.0,84.15,38,2025-09-07T22:27:57.431200+00:00,84.15
6987619,3.03,266.78,92,2025-09-07T22:28:10.618900+00:00,-71.119
6987620,1.0,152.12,54,2025-09-07T22:28:37.669100+00:00,152.12
6987621,2.8,187.16,71,2025-09-07T22:28:50.911400+00:00,-84.2872
6987622,1.27,90.42,40,2025-09-07T22:29:17.042700+00:00,43.4524
6987623,1.37,188.43,67,2025-09-07T22:29:33.177200+00:00,98.1647
6987624,1.13,188.95,58,2025-09-07T22:29:50.424500+00:00,163.6746
6987625,5.44,252.12,86,2025-09-07T22:30:05.129500+00:00,-269.4605
6987626,1.61,111.7,37,2025-09-07T22:30:39.509200+00:00,23.9003
6987627,1.16,218.65,59,2025-09-07T22:30:58.587900+00:00,179.2208
6987628,1.83,262.58,78,2025-09-07T22:31:13.717200+00:00,78.8594
6987629,10.63,188.43,63,2025-09-07T22:31:34.482300+00:00,-189.8644
6987630,1.32,114.4,46,2025-09-07T22:32:17.404700+00:00,74.2279
6987631,1.91,229.05,70,2025-09-07T22:32:33.977300+00:00,72.0913
6987632,1.79,137.6,44,2025-09-07T22:32:55.381100+00:00,51.1309
6987633,1.04,122.08,44,2025-09-07T22:33:15.830400+00:00,110.3598
6987634,11.67,266.79,105,2025-09-07T22:33:29.431300+00:00,-210.4551
6987635,1.44,114.22,40,2025-09-07T22:34:13.395900+00:00,69.1764
6987636,2.28,185.6,57,2025-09-07T22:34:31.158300+00:00,4.3045
6987637,1.04,96.36,35,2025-09-07T22:34:54.586300+00:00,96.36
6987638,1.45,283.04,84,2025-09-07T22:35:08.186600+00:00,139.9561
6987639,3.14,216.13,62,2025-09-07T22:35:26.046500+00:00,-44.0137
6987640,2.46,126.31,40,2025-09-07T22:35:53.523500+00:00,-1.3937
6987641,4.48,112.58,38,2025-09-07T22:36:17.985700+00:00,-53.7895
6987642,7.49,127.4,45,2025-09-07T22:36:49.948200+00:00,-74.0201
6987643,1.71,131.98,33,2025-09-07T22:37:28.362200+00:00,49.1089
6987644,4.74,178.44,49,2025-09-07T22:37:48.208100+00:00,-94.1404
6987645,2.82,126.06,43,2025-09-07T22:38:20.922800+00:00,-11.7194
6987646,2.53,114.18,42,2025-09-07T22:38:47.043500+00:00,-32.4034
6987647,1.64,110.99,42,2025-09-07T22:39:11.835900+00:00,63.5393
6987648,8.27,256.43,65,2025-09-07T22:39:31.256200+00:00,-257.4278
6987649,4.79,107.68,43,2025-09-07T22:40:11.026500+00:00,-55.5164
6987650,2.35,81.03,31,2025-09-07T22:40:43.891800+00:00,-4.7102
6987651,2.54,137.21,46,2025-09-07T22:41:07.771300+00:00,-5.3004
6987652,122.83,120.06,43,2025-09-07T22:41:32.540800+00:00,-146.2134
6987653,1.16,117.6,41,2025-09-07T22:42:46.205800+00:00,92.2847
6987654,2.22,219.94,71,2025-09-07T22:43:01.347900+00:00,-13.2535
6987655,1.5,169.49,49,2025-09-07T22:43:24.493500+00:00,79.5618
6987656,1.1,238.45,63,2025-09-07T22:43:42.723900+00:00,206.031
6987657,6.3,252.22,75,2025-09-07T22:43:57.167900+00:00,-276.1965
6987658,9.0,90.64,34,2025-09-07T22:44:33.501500+00:00,-125.7744
6987659,3.8,110.48,39,2025-09-07T22:45:14.315600+00:00,-84.975
6987660,1.14,195.7,40,2025-09-07T22:45:44.172400+00:00,183.8171
6987661,1.24,254.67,84,2025-09-07T22:45:58.969500+00:00,166.9864
6987662,1.5,190.47,58,2025-09-07T22:46:14.952700+00:00,82.0201
6987663,1.0,206.71,65,2025-09-07T22:46:33.211800+00:00,206.71
6987664,4.62,289.24,80,2025-09-07T22:46:46.509100+00:00,-148.4895
6987665,4.57,95.93,29,2025-09-07T22:47:18.931300+00:00,-67.8548
6987666,1.0,165.53,44,2025-09-07T22:47:51.203800+00:00,165.53
6987667,3.39,221.62,73,2025-09-07T22:48:04.402500+00:00,-90.9498
6987668,1.23,121.53,40,2025-09-07T22:48:32.941900+00:00,98.9352
6987669,1.07,248.12,78,2025-09-07T22:48:48.773300+00:00,216.4271
6987670,1.38,201.63,69,2025-09-07T22:49:02.962700+00:00,132.9019
6987671,1.05,274.46,79,2025-09-07T22:49:20.245400+00:00,261.7395
6987672,271.82,235.82,86,2025-09-07T22:49:34.141200+00:00,-194.7342
6987673,3.9,119.88,41,2025-09-07T22:50:57.726200+00:00,-98.1664
6987674,3.67,118.47,40,2025-09-07T22:51:27.907300+00:00,-76.336
6987675,1.76,88.97,32,2025-09-07T22:51:57.313100+00:00,32.1135
6987676,1.2,148.68,43,2025-09-07T22:52:17.594900+00:00,62.191
6987677,3.18,251.74,77,2025-09-07T22:52:32.979200+00:00,-31.4228
6987678,1.16,110.49,39,2025-09-07T22:53:00.637000+00:00,88.9798
6987679,1.02,264.17,81,2025-09-07T22:53:15.722300+00:00,264.17
6987680,1.89,222.2,77,2025-09-07T22:53:29.382200+00:00,31.5758
6987681,1.0,143.29,50,2025-09-07T22:53:50.587000+00:00,143.29
6987682,2.26,253.87,74,2025-09-07T22:54:03.845900+00:00,-43.9064
6987683,2.06,109.2,40,2025-09-07T22:54:27.296300+00:00,-30.5506
6987684,4.99,118.92,36,2025-09-07T22:54:49.531000+00:00,-94.7905
6987685,1.59,111.94,34,2025-09-07T22:55:22.834300+00:00,36.6423
6987686,10.22,147.89,45,2025-09-07T22:55:41.771700+00:00,-143.0081
6987687,3.36,93.5,38,2025-09-07T22:56:24.077000+00:00,-44.2403
6987688,4.0,104.27,39,2025-09-07T22:56:52.446200+00:00,-96.4898
6987689,1.4,110.89,35,2025-09-07T22:57:23.061900+00:00,77.5394
6987690,1.0,214.93,75,2025-09-07T22:57:40.409900+00:00,214.93
6987691,1.01,210.2,73,2025-09-07T22:57:53.751100+00:00,204.5743
6987692,1.0,215.29,70,2025-09-07T22:58:07.199100+00:00,215.29
6987693,85.15,214.89,78,2025-09-07T22:58:20.504800+00:00,-165.5866
6987694,2.32,125.91,42,2025-09-07T22:59:29.534600+00:00,-28.2894
6987695,2.43,129.35,41,2025-09-07T22:59:53.270900+00:00,18.0779
6987696,2.81,85.4,33,2025-09-07T23:00:17.614100+00:00,-17.1174
6987697,1.66,118.17,41,2025-09-07T23:00:43.751200+00:00,25.6047
6987698,3.02,245.16,63,2025-09-07T23:01:03.286500+00:00,-74.3338
6987699,2.21,146.74,52,2025-09-07T23:01:30.317600+00:00,0.5973
6987700,2.22,76.91,39,2025-09-07T23:01:53.477200+00:00,-6.6224
6987701,1.4,150.39,54,2025-09-07T23:02:16.607100+00:00,102.9258
6987702,1.0,211.89,64,2025-09-07T23:02:33.965200+00:00,211.89
6987703,1.9,227.36,79,2025-09-07T23:02:47.268000+00:00,66.5651
6987704,1.0,92.86,38,2025-09-07T23:03:08.481500+00:00,92.86
6987705,2.93,219.18,74,2025-09-07T23:03:21.666700+00:00,-10.8897
6987706,1.23,114.59,45,2025-09-07T23:03:48.248700+00:00,80.0212
6987707,1.45,137.56,57,2025-09-07T23:04:04.106100+00:00,82.1749
6987708,1.98,102.9,38,2025-09-07T23:04:21.939700+00:00,24.5069
6987709,3.12,97.86,47,2025-09-07T23:04:43.736100+00:00,-29.7312
6987710,1.02,133.18,44,2025-09-07T23:05:11.217900+00:00,133.18
6987711,1.19,189.54,73,2025-09-07T23:05:24.694900+00:00,145.924
6987712,1.96,163.71,71,2025-09-07T23:05:40.240100+00:00,64.7979
6987713,13.88,137.45,46,2025-09-07T23:06:01.941800+00:00,-156.6519
6987714,2.66,99.89,38,2025-09-07T23:06:48.156300+00:00,-5.6868
6987715,2.33,90.98,36,2025-09-07T23:07:13.512900+00:00,-19.2684
6987716,1.0,136.06,42,2025-09-07T23:07:37.253200+00:00,136.06
6987717,1.04,175.13,73,2025-09-07T23:07:50.493500+00:00,174.5442
6987718,4.89,166.42,73,2025-09-07T23:08:04.316600+00:00,-117.0432
6987719,1.0,129.44,36,2025-09-07T23:08:37.333500+00:00,129.44
6987720,1.73,215.51,82,2025-09-07T23:08:50.539800+00:00,113.399
6987721,3.53,137.5,47,2025-09-07T23:09:10.653100+00:00,-127.3417
6987722,1.19,128.27,40,2025-09-07T23:09:39.628300+00:00,98.9722
6987723,1.12,223.95,73,2025-09-07T23:09:55.016800+00:00,210.964
6987724,2.03,231.88,81,2025-09-07T23:10:09.820000+00:00,24.2415
6987725,6.33,93.13,44,2025-09-07T23:10:31.930700+00:00,-67.89
6987726,10.96,118.95,38,2025-09-07T23:11:08.235900+00:00,-133.9735
6987727,1.61,119.94,41,2025-09-07T23:11:51.452900+00:00,50.0946
6987728,1.09,128.07,55,2025-09-07T23:12:10.559300+00:00,115.7254
6987729,4.98,229.17,71,2025-09-07T23:12:24.843100+00:00,-175.3016
6987730,1.18,100.69,37,2025-09-07T23:12:58.165900+00:00,90.3222
6987731,2.92,168.41,57,2025-09-07T23:13:13.419800+00:00,-36.6006
6987732,5.1,91.61,40,2025-09-07T23:13:39.999800+00:00,-86.3613
6987733,3.26,125.14,43,2025-09-07T23:14:13.624100+00:00,-25.3802
6987734,2.64,108.63,34,2025-09-07T23:14:41.549700+00:00,-23.5983
6987735,7.98,78.47,36,2025-09-07T23:15:06.910000+00:00,-90.985
6987736,1.66,91.04,34,2025-09-07T23:15:46.228800+00:00,28.1497
6987737,1.04,141.48,50,2025-09-07T23:16:05.752800+00:00,141.48
6987738,11.29,262.7,78,2025-09-07T23:16:19.390700+00:00,-297.4377
6987739,1.8,125.66,37,2025-09-07T23:17:03.059100+00:00,15.153
6987740,2.19,93.59,36,2025-09-07T23:17:23.650600+00:00,-10.8073
6987741,1.37,142.76,44,2025-09-07T23:17:46.615300+00:00,102.3809
6987742,1.05,189.0,52,2025-09-07T23:18:03.804800+00:00,161.6673
6987743,4.15,283.27,84,2025-09-07T23:18:17.663000+00:00,-145.8716
6987744,1.5,89.76,32,2025-09-07T23:18:48.748200+00:00,51.8904
6987745,2.2,189.21,56,2025-09-07T23:19:06.941500+00:00,3.7242
6987746,6.37,110.45,36,2025-09-07T23:19:29.930700+00:00,-139.599
6987747,56.34,121.12,40,2025-09-07T23:20:06.378700+00:00,-78.065
6987748,2.53,75.22,28,2025-09-07T23:21:10.135900+00:00,-22.7607
6987749,145.98,77.89,34,2025-09-07T23:21:34.895700+00:00,-87.0983
6987750,1.0,121.33,34,2025-09-07T23:22:50.654100+00:00,121.33
6987751,3.27,245.62,78,2025-09-07T23:23:03.852600+00:00,-35.7011
6987752,1.34,96.95,34,2025-09-07T23:23:31.951300+00:00,63.6057
6987753,4.21,143.95,51,2025-09-07T23:23:48.778800+00:00,-70.6
6987754,1.68,106.0,46,2025-09-07T23:24:19.985500+00:00,46.4256
6987755,1.02,107.89,39,2025-09-07T23:24:39.686800+00:00,106.9516
6987756,1.5,240.69,78,2025-09-07T23:24:53.172800+00:00,89.8134
6987757,48.27,136.6,45,2025-09-07T23:25:11.454700+00:00,-117.4384
6987758,4.6,123.34,45,2025-09-07T23:26:13.254100+00:00,-99.7192
6987759,2.74,149.02,51,2025-09-07T23:26:45.523800+00:00,-37.1528
6987760,1.52,155.28,48,2025-09-07T23:27:11.358000+00:00,69.6156
6987761,1.34,154.85,45,2025-09-07T23:27:29.727000+00:00,113.0826
6987762,5.54,161.15,48,2025-09-07T23:27:46.626400+00:00,-131.432
6987763,1.19,105.84,39,2025-09-07T23:28:21.291200+00:00,87.8521
6987764,1.19,223.68,77,2025-09-07T23:28:36.699600+00:00,170.3989
6987765,1.11,239.23,86,2025-09-07T23:28:52.191700+00:00,225.3012
6987766,3.6,174.38,67,2025-09-07T23:29:06.824500+00:00,-103.9191
6987767,1.85,83.64,36,2025-09-07T23:29:36.101600+00:00,29.495
6987768,1.46,101.23,38,2025-09-07T23:29:57.001200+00:00,64.9719
6987769,3.91,144.95,49,2025-09-07T23:30:14.917300+00:00,-85.5564
6987770,1.0,127.51,34,2025-09-07T23:30:45.248400+00:00,127.51
6987771,40.21,180.39,73,2025-09-07T23:30:58.420000+00:00,-165.8926
6987772,1.0,132.23,46,2025-09-07T23:31:57.988500+00:00,132.23
6987773,1.77,202.86,76,2025-09-07T23:32:11.200900+00:00,47.3336
6987774,1.68,108.0,45,2025-09-07T23:32:31.548400+00:00,12.6364
6987775,1.25,175.22,59,2025-09-07T23:32:51.227000+00:00,138.6571
6987776,2.04,218.62,66,2025-09-07T23:33:07.187700+00:00,-13.2444
6987777,2.07,114.65,39,2025-09-07T23:33:29.280200+00:00,3.7755
6987778,1.0,132.23,42,2025-09-07T23:33:51.524800+00:00,132.23
6987779,3.3,226.56,69,2025-09-07T23:34:04.706000+00:00,-74.2435
6987780,2.64,124.9,38,2025-09-07T23:34:32.780400+00:00,7.4591
6987781,2.77,109.21,42,2025-09-07T23:34:58.152500+00:00,-28.5518
6987782,15.84,100.53,36,2025-09-07T23:35:24.131600+00:00,-105.5741
6987783,3.32,114.72,40,2025-09-07T23:36:11.985700+00:00,-39.3496
6987784,1.15,117.57,45,2025-09-07T23:36:40.193000+00:00,114.7538
6987785,1.0,211.48,66,2025-09-07T23:36:55.187100+00:00,211.48
6987786,2.22,257.07,79,2025-09-07T23:37:08.448300+00:00,-14.7988
6987787,1.58,156.9,48,2025-09-07T23:37:31.600200+00:00,75.0093
6987788,35.9,184.66,49,2025-09-07T23:37:50.562400+00:00,-191.3664
6987789,1.18,125.42,46,2025-09-07T23:38:48.767500+00:00,103.4505
6987790,2.81,197.34,72,2025-09-07T23:39:04.082900+00:00,1.761
6987791,24.03,140.65,49,2025-09-07T23:39:30.223900+00:00,-148.6125
6987792,3.65,128.41,42,2025-09-07T23:40:23.337800+00:00,-100.2097
6987793,1.0,116.43,40,2025-09-07T23:40:52.746200+00:00,116.43
6987794,3.86,161.25,57,2025-09-07T23:41:05.929100+00:00,-163.9603
6987795,1.14,124.42,46,2025-09-07T23:41:36.092700+00:00,118.755
6987796,6.75,225.13,75,2025-09-07T23:41:50.939600+00:00,-245.2806
6987797,1.1,132.91,40,2025-09-07T23:42:28.153800+00:00,118.9851
6987798,1.06,167.23,56,2025-09-07T23:42:42.519900+00:00,156.4459
6987799,6.1,181.5,58,2025-09-07T23:42:56.473000+00:00,-127.0183
6987800,1.44,97.94,40,2025-09-07T23:43:32.339800+00:00,43.4416
6987801,2.23,171.95,63,2025-09-07T23:43:50.110500+00:00,-31.3914
6987802,2.6,88.27,34,2025-09-07T23:44:13.400200+00:00,-31.2216
6987803,7.37,75.79,33,2025-09-07T23:44:38.477700+00:00,-57.5537
6987804,5.26,118.46,40,2025-09-07T23:45:16.728300+00:00,-128.139
6987805,3.25,105.15,40,2025-09-07T23:45:50.800800+00:00,-45.9803
6987806,1.03,126.32,38,2025-09-07T23:46:18.711000+00:00,126.32
6987807,1.06,188.98,69,2025-09-07T23:46:32.351600+00:00,175.4324
6987808,1.58,181.63,64,2025-09-07T23:46:46.373000+00:00,54.2818
6987809,1.33,172.82,55,2025-09-07T23:47:05.333600+00:00,104.2741
6987810,2.6,217.65,63,2025-09-07T23:47:22.071200+00:00,-12.9772
6987811,1.06,111.27,41,2025-09-07T23:47:47.160800+00:00,106.5114
6987812,1.13,231.77,68,2025-09-07T23:48:01.065400+00:00,218.5609
6987813,1.6,191.12,67,2025-09-07T23:48:15.825300+00:00,92.9204
6987814,1.56,191.89,50,2025-09-07T23:48:34.960900+00:00,92.5426
6987815,6.45,157.2,54,2025-09-07T23:48:53.771900+00:00,-147.8639
6987816,3.13,103.77,40,2025-09-07T23:49:30.390000+00:00,-25.2009
6987817,4.88,150.36,43,2025-09-07T23:49:57.858900+00:00,-139.4049
6987818,1.48,121.8,41,2025-09-07T23:50:30.877100+00:00,55.6718
6987819,377.28,181.1,52,2025-09-07T23:50:48.915400+00:00,-171.3684
6987820,3.73,74.83,30,2025-09-07T23:52:16.683600+00:00,-79.8231
6987821,1.37,99.92,41,2025-09-07T23:52:46.414300+00:00,85.9098
6987822,6.17,184.62,53,2025-09-07T23:53:03.613800+00:00,-205.9457
6987823,41.17,105.65,35,2025-09-07T23:53:39.627900+00:00,-94.011
6987824,1.06,139.66,49,2025-09-07T23:54:39.490200+00:00,117.2895
6987825,1.81,164.97,70,2025-09-07T23:54:53.439100+00:00,56.2048
6987826,3.46,99.94,39,2025-09-07T23:55:14.043400+00:00,-18.7636
6987827,2.31,115.58,42,2025-09-07T23:55:42.722400+00:00,-22.7713
6987828,1.83,127.7,39,2025-09-07T23:56:06.469300+00:00,34.1594
6987829,1.87,119.41,42,2025-09-07T23:56:27.229100+00:00,22.0599
6987830,1.0,109.54,37,2025-09-07T23:56:48.276500+00:00,109.54
6987831,1.4,207.77,74,2025-09-07T23:57:01.457800+00:00,115.3656
6987832,1.0,129.23,49,2025-09-07T23:57:18.872100+00:00,129.23
6987833,1.15,182.16,69,2025-09-07T23:57:32.097300+00:00,162.1668
6987834,6.27,240.38,81,2025-09-07T23:57:47.189900+00:00,-250.9184
6987835,1.19,164.86,49,2025-09-07T23:58:23.368300+00:00,127.6451
